long,long,long,long,flags,flags,flags,flags,flags,flags,flags,flags,flags,None,flags,None,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,flags,long,flags,long,flags,long,long,long,long,long,long,long,long,None,long,float,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,flags,flags,long,long,long,long,long,long,float,float,float,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,float,float,float,flags,long,long,long,flags,flags,long,long,long,long,long,long,long,long,long,float,flags,float,flags,flags,flags,flags,flags,flags,flags,flags,flags,long,long,long,long,long,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,long,long,long,long,long,flags,flags,flags,long,long,long,long,float,float,float,long,long,long,long,long,long,long,long,long,long,float,float,float,long,long
24894,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,3,0,1,1,1,0,0,0,19,9,9,0,0,0,1,1,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,3,0,0,0,0,0,0,0,0,0,0x0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,240,0,0,"Heart of the Wild",,,,,,,,,,,,,,,,0xFF01FE,"Rank 5",,,,,,,,,,,,,,,,0xFF01FE,"Increases your Intellect by $s1%.  In addition, while in Bear or Dire Bear Form your Stamina is increased by $s3% and while in Cat Form your attack power is increased by $s2%.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,0,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
24943,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,6,0,1,1,0,0,0,0,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,108,108,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,0,22,0,0,0,0,0,0,0,0,0x0,0,0xE0,0x2000010,0x0,0x50,0x4000010,0x0,0x0,0x0,0x0,0,0,266,0,0,"Gift of Nature",,,,,,,,,,,,,,,,0xFF01FE,"Rank 2",,,,,,,,,,,,,,,,0xFF01FE,"Increases the effect of all healing spells by $s1%.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,7,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
24944,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,6,0,1,1,0,0,0,0,5,5,0,0,0,0,1,1,0,0,0,0,0,0,0,108,108,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,0,22,0,0,0,0,0,0,0,0,0x0,0,0xE0,0x2000010,0x0,0x50,0x4000010,0x0,0x0,0x0,0x0,0,0,266,0,0,"Gift of Nature",,,,,,,,,,,,,,,,0xFF01FE,"Rank 3",,,,,,,,,,,,,,,,0xFF01FE,"Increases the effect of all healing spells by $s1%.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,7,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
24945,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,6,0,1,1,0,0,0,0,7,7,0,0,0,0,1,1,0,0,0,0,0,0,0,108,108,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,0,22,0,0,0,0,0,0,0,0,0x0,0,0xE0,0x2000010,0x0,0x50,0x4000010,0x0,0x0,0x0,0x0,0,0,266,0,0,"Gift of Nature",,,,,,,,,,,,,,,,0xFF01FE,"Rank 4",,,,,,,,,,,,,,,,0xFF01FE,"Increases the effect of all healing spells by $s1%.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,7,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
24946,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,6,0,1,1,0,0,0,0,9,9,0,0,0,0,1,1,0,0,0,0,0,0,0,108,108,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,0,22,0,0,0,0,0,0,0,0,0x0,0,0xE0,0x2000010,0x0,0x50,0x4000010,0x0,0x0,0x0,0x0,0,0,266,0,0,"Gift of Nature",,,,,,,,,,,,,,,,0xFF01FE,"Rank 5",,,,,,,,,,,,,,,,0xFF01FE,"Increases the effect of all healing spells by $s1%.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,7,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
24968,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,1,0,0,0,0,0,-3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,14,0,0,0,0,0,0,0,0,0,0x0,0,0xA0,0x2000000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,1714,0,0,"Tranquil Spirit",,,,,,,,,,,,,,,,0xFF01FE,"Rank 1",,,,,,,,,,,,,,,,0xFF01FE,"Reduces the mana cost of your Healing Touch, Nourish and Tranquility spells by $s1%.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,7,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
24969,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,1,0,0,0,0,0,-5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,14,0,0,0,0,0,0,0,0,0,0x0,0,0xA0,0x2000000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,1714,0,0,"Tranquil Spirit",,,,,,,,,,,,,,,,0xFF01FE,"Rank 2",,,,,,,,,,,,,,,,0xFF01FE,"Reduces the mana cost of your Healing Touch, Nourish and Tranquility spells by $s1%.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,7,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
24970,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,1,0,0,0,0,0,-7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,14,0,0,0,0,0,0,0,0,0,0x0,0,0xA0,0x2000000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,1714,0,0,"Tranquil Spirit",,,,,,,,,,,,,,,,0xFF01FE,"Rank 3",,,,,,,,,,,,,,,,0xFF01FE,"Reduces the mana cost of your Healing Touch, Nourish and Tranquility spells by $s1%.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,7,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
24971,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,1,0,0,0,0,0,-9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,14,0,0,0,0,0,0,0,0,0,0x0,0,0xA0,0x2000000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,1714,0,0,"Tranquil Spirit",,,,,,,,,,,,,,,,0xFF01FE,"Rank 4",,,,,,,,,,,,,,,,0xFF01FE,"Reduces the mana cost of your Healing Touch, Nourish and Tranquility spells by $s1%.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,7,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
24972,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,1,0,0,0,0,0,-11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,14,0,0,0,0,0,0,0,0,0,0x0,0,0xA0,0x2000000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,1714,0,0,"Tranquil Spirit",,,,,,,,,,,,,,,,0xFF01FE,"Rank 5",,,,,,,,,,,,,,,,0xFF01FE,"Reduces the mana cost of your Healing Touch, Nourish and Tranquility spells by $s1%.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,7,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
25829,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,21,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,2,0,0,0,0,0,0,0,0,0,0x0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,1824,0,50,"Holy Power",,,,,,,,,,,,,,,,0xFF01FE,"Rank 5",,,,,,,,,,,,,,,,0xFF01FE,"Increases the critical effect chance of your Holy spells by $s1%.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,0,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
25836,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,6,0,1,1,0,0,0,0,-31,-31,0,0,0,0,1,1,0,0,0,0,0,0,0,232,232,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,5,2,0,0,0,0,0,0,0,0,0x0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,1823,0,0,"Unyielding Faith",,,,,,,,,,,,,,,,0xFF01FE,"Rank 2",,,,,,,,,,,,,,,,0xFF01FE,"Reduces the duration of all Fear and Disorient effects by $s1%.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,0,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
25956,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,1,0,0,0,0,0,-1001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,11,0,0,0,0,0,0,0,0,0,0x0,0,0x800000,0x0,0x8,0x0,0x0,0x0,0x0,0x0,0x0,0,0,205,0,0,"Improved Judgements",,,,,,,,,,,,,,,,0xFF01FE,"Rank 1",,,,,,,,,,,,,,,,0xFF01FE,"Decreases the cooldown of your Judgement spells by $/1000;s1 sec.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,10,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
25957,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,1,0,0,0,0,0,-2001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,11,0,0,0,0,0,0,0,0,0,0x0,0,0x800000,0x0,0x8,0x0,0x0,0x0,0x0,0x0,0x0,0,0,205,0,0,"Improved Judgements",,,,,,,,,,,,,,,,0xFF01FE,"Rank 2",,,,,,,,,,,,,,,,0xFF01FE,"Decreases the cooldown of your Judgement spells by $/1000;s1 sec.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,10,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
25988,0,0,0,0x1D0,0x0,0x0,0x4000000,0x80000,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0xA22A8,100,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,1,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0x0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,1820,0,0,"Eye for an Eye",,,,,,,,,,,,,,,,0xFF01FE,"Rank 2",,,,,,,,,,,,,,,,0xFF01FE,"All criticals against you cause $s1% of the damage taken to the attacker as well.  The damage caused by Eye for an Eye will not exceed 50% of the Paladin's total health.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,0,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
26016,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x11154,100,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,0,0,0,0,0,0,26017,0,0,0,0x0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,1798,0,0,"Vindication",,,,,,,,,,,,,,,,0xFF01FE,"Rank 2",,,,,,,,,,,,,,,,0xFF01FE,"Gives the Paladin's damaging attacks a chance to reduce the target's attack power by $26017s1 for $26017d.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,0,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
26022,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,6,1,1,1,0,0,0,7,-1,-26,0,0,0,1,0,1,0,0,0,0,0,0,31,0,234,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,0,0,3,0,0,0,0,0,0,0,0x0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,1797,0,0,"Pursuit of Justice",,,,,,,,,,,,,,,,0xFF01FE,"Rank 1",,,,,,,,,,,,,,,,0xFF01FE,"Reduces the duration of all Disarm effects by $s3% and increases movement and mounted movement speed by $s1%.  This does not stack with other movement speed increasing effects.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,0,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
26023,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,6,1,1,1,0,0,0,14,-1,-51,0,0,0,1,0,1,0,0,0,0,0,0,31,0,234,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,0,0,3,0,0,0,0,0,0,0,0x0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,1797,0,0,"Pursuit of Justice",,,,,,,,,,,,,,,,0xFF01FE,"Rank 2",,,,,,,,,,,,,,,,0xFF01FE,"Reduces the duration of all Disarm effects by $s3% and increases movement and mounted movement speed by $s1%.  This does not stack with other movement speed increasing effects.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,0,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
27789,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,6,0,1,1,0,0,0,0,9,9,0,0,0,0,1,1,0,0,0,0,0,0,0,108,108,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,5,6,0,0,0,0,0,0,0,0,0x0,0,0x100080,0x0,0x0,0x18400200,0x0,0x4,0x0,0x0,0x0,0,0,300,0,0,"Holy Reach",,,,,,,,,,,,,,,,0xFF01FE,"Rank 1",,,,,,,,,,,,,,,,0xFF01FE,"Increases the range of your Smite and Holy Fire spells and the radius of your Prayer of Healing, Holy Nova, Divine Hymn and Circle of Healing spells by $s1%.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,6,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
27790,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,6,0,1,1,0,0,0,0,19,19,0,0,0,0,1,1,0,0,0,0,0,0,0,108,108,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,5,6,0,0,0,0,0,0,0,0,0x0,0,0x100080,0x0,0x0,0x18400200,0x0,0x4,0x0,0x0,0x0,0,0,300,0,0,"Holy Reach",,,,,,,,,,,,,,,,0xFF01FE,"Rank 2",,,,,,,,,,,,,,,,0xFF01FE,"Increases the range of your Smite and Holy Fire spells and the radius of your Prayer of Healing, Holy Nova, Divine Hymn and Circle of Healing spells by $s1%.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,6,0x0,0x400000,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
27811,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x2A8,100,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,0,0,0,0,0,0,18350,0,0,0,0x0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,1875,0,0,"Blessed Recovery",,,,,,,,,,,,,,,,0xFF01FE,"Rank 1",,,,,,,,,,,,,,,,0xFF01FE,"After being struck by a melee or ranged critical hit, Blessed Recovery heals you for $s1% of the damage taken over $27818d.  Additional critical hits taken during the effect increase the healing received.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,6,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
27815,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x2A8,100,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,1,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,0,0,0,0,0,0,18350,0,0,0,0x0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,1875,0,0,"Blessed Recovery",,,,,,,,,,,,,,,,0xFF01FE,"Rank 2",,,,,,,,,,,,,,,,0xFF01FE,"After being struck by a melee or ranged critical hit, Blessed Recovery heals you for $s1% of the damage taken over $27818d.  Additional critical hits taken during the effect increase the healing received.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,6,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
27816,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x2A8,100,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,1,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,0,0,0,0,0,0,18350,0,0,0,0x0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,1875,0,0,"Blessed Recovery",,,,,,,,,,,,,,,,0xFF01FE,"Rank 3",,,,,,,,,,,,,,,,0xFF01FE,"After being struck by a melee or ranged critical hit, Blessed Recovery heals you for $s1% of the damage taken over $27818d.  Additional critical hits taken during the effect increase the healing received.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,6,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
27839,0,0,0,0x1C0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,1,0,0,0,0,0,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,8,0,0,0,0,0,0,0,0,0,0x0,0,0x4,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,1876,0,0,"Improved Vampiric Embrace",,,,,,,,,,,,,,,,0xFF01FE,"Rank 1",,,,,,,,,,,,,,,,0xFF01FE,"Increases the healing received from Vampiric Embrace by $s1%.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,6,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
