Column 1,Spell.txt Column 137,Index,Spell.txt Column 209
1381,Improved Aspect of the Monkey,3,9
1395,Thick Hide,3,9
1396,Unleashed Fury,3,9
1393,Ferocity,3,9
1397,Frenzy,3,9
1800,Ferocious Inspiration,3,9
1801,Catlike Reflexes,3,9
1802,Serpent's Swiftness,3,9
2140,Longevity,3,9
2137,Cobra Strikes,3,9
2227,Kindred Spirits,3,9
1623,Improved Tracking,3,9
1820,Hawk Eye,3,9
1310,Surefooted,3,9
1304,Entrapment,3,9
1305,Trap Mastery,3,9
1622,Survivalist,3,9
1311,Deflection,3,0
2229,T.N.T.,3,9
1306,Lock and Load,3,9
2228,Hunter vs. Wild,3,9
1321,Killer Instinct,3,0
1303,Lightning Reflexes,3,0
1809,Resourcefulness,3,9
1812,Expose Weakness,3,9
1811,Thrill of the Hunt,3,9
1813,Master Tactician,3,9
2141,Noxious Stings,3,9
2143,Sniper Training,3,9
2144,Hunting Party,3,9
2197,Focused Aim,3,9
1344,Lethal Shots,3,0
1806,Careful Aim,3,9
1343,Improved Hunter's Mark,3,9
1349,Mortal Shots,3,9
1346,Improved Arcane Shot,3,9
1348,Improved Stings,3,9
1342,Efficiency,3,9
1347,Barrage,3,9
1362,Ranged Weapon Specialization,3,0
2130,Piercing Shots,3,9
1821,Improved Barrage,3,9
1807,Master Marksman,3,9
2132,Wild Quiver,3,9
2133,Improved Steady Shot,3,9
2134,Marked for Death,3,9
1403,Deflection,3,0
1407,Benediction,3,10
1464,Heart of the Crusader,3,10
1411,Conviction,3,0
1761,Sanctity of Battle,3,10
1755,Crusade,3,0
1410,Two-Handed Weapon Specialization,3,0
1402,Vengeance,3,0
1758,Judgements of the Wise,3,10
1759,Fanaticism,3,10
2148,Swift Retribution,3,10
2179,Sheath of Light,3,10
2149,Righteous Vengeance,3,10
1432,Spiritual Focus,3,10
1463,Seals of the Pure,3,10
1444,Healing Light,3,10
1449,Divine Intellect,3,0
1461,Illumination,3,10
1450,Improved Concentration Aura,3,10
1465,Sanctified Light,3,10
1627,Holy Power,3,0
1745,Light's Grace,3,10
1744,Blessed Life,3,10
2190,Sacred Cleansing,3,10
1746,Holy Guidance,3,10
2199,Judgements of the Pure,3,10
1442,Divinity,3,0
2185,Divine Strength,3,0
1748,Stoicism,3,10
1629,Anticipation,3,0
1501,Improved Righteous Fury,3,10
1423,Toughness,3,0
1422,Improved Devotion Aura,3,10
1426,Reckoning,3,0
1429,One-Handed Weapon Specialization,3,0
1751,Ardent Defender,3,10
1421,Redoubt,3,0
1753,Combat Expertise,3,10
2195,Touched by the Light,3,10
2204,Shield of the Templar,3,10
1945,Subversion,3,15
2017,Blade Barrier,3,15
1938,Bladed Armor,3,15
1948,Scent of Blood,3,0
1943,Dark Conviction,3,0
2086,Death Rune Mastery,3,15
1942,Improved Rune Tap,3,15
2018,Spell Deflection,3,0
1953,Vendetta,3,15
2015,Bloody Strikes,3,15
1950,Veteran of the Third War,3,0
1944,Bloody Vengeance,3,0
1960,Bloodworms,3,15
1955,Sudden Doom,3,15
1959,Will of the Necropolis,3,15
1958,Might of Mograine,3,15
2034,Blood Gorged,3,15
2031,Improved Icy Touch,3,15
1968,Toughness,3,0
1973,Black Ice,3,15
2022,Nerves of Cold Steel,3,0
2042,Icy Talons,3,15
2048,Annihilation,3,15
2044,Killing Machine,3,15
1990,Frigid Dreadplate,3,15
2030,Glacier Rot,3,15
1992,Rime,3,15
2260,Chilblains,3,15
2284,Threat of Thassarian,3,15
2210,Blood of the North,3,15
1997,Acclimation,3,15
2040,Guile of Gorefiend,3,15
1998,Tundra Stalker,3,15
1932,Virulence,3,15
2218,Anticipation,3,0
1933,Morbidity,3,15
1934,Ravenous Dead,3,15
2008,Outbreak,3,15
2047,Necrosis,3,15
2004,Blood-Caked Blade,3,15
2005,Impurity,3,7
2009,Magic Suppression,3,15
2001,Reaping,3,15
2285,Desolation,3,15
1962,Crypt Fever,3,15
2003,Wandering Plague,3,15
2043,Ebon Plaguebringer,3,15
2036,Rage of Rivendare,3,15
2116,Great Stamina,3,0
2126,Spiked Collar,3,17
2110,Culling the Herd,3,0
2161,Great Resistance,3,17
2112,Great Stamina,3,0
2125,Spiked Collar,3,17
2106,Culling the Herd,3,0
2129,Spider's Bite,3,17
2154,Great Resistance,3,17
2120,Great Stamina,3,0
2127,Spiked Collar,3,17
2166,Culling the Herd,3,0
2168,Great Resistance,3,17
long,str,4,class
26,Improved Fireball,4,3
34,Ignite,4,3
35,Fire Power,4,3
1851,Burnout,4,3
37,Improved Frostbolt,4,3
1738,Arctic Winds,4,3
1856,Chilled to the Bone,4,3
80,Arcane Stability,4,3
75,Arcane Concentration,4,3
77,Arcane Mind,4,0
1728,Mind Mastery,4,3
2209,Missile Barrage,4,3
130,Deflection,4,0
132,Poleaxe Specialization,4,0
125,Mace Specialization,4,0
123,Sword Specialization,4,0
2231,Wrecking Crew,4,0
1601,Shield Specialization,4,4
138,Anticipation,4,0
140,Toughness,4,4
702,One-Handed Weapon Specialization,4,0
157,Cruelty,4,0
161,Improved Demoralizing Shout,4,4
159,Unbridled Wrath,4,0
154,Commanding Presence,4,4
1581,Dual Wield Specialization,4,4
155,Enrage,4,4
156,Flurry,4,0
1658,Improved Berserker Stance,4,4
2234,Unending Fury,4,4
221,Dual Wield Specialization,4,8
181,Precision,4,0
182,Close Quarters Combat,4,0
1122,Aggression,4,8
184,Mace Specialization,4,0
242,Hack and Slash,4,0
1825,Combat Potency,4,8
2075,Prey on the Weak,4,0
270,Malice,4,0
269,Lethality,4,8
268,Improved Poisons,4,8
283,Seal Fate,4,8
2070,Cut to the Chase,4,8
2244,Relentless Strikes,4,8
1702,Deadliness,4,0
1712,Sinister Calling,4,8
2080,Slaughter from the Shadows,4,8
342,Unbreakable Will,4,0
1898,Twin Disciplines,4,6
1201,Mental Strength,4,0
1202,Borrowed Time,4,6
401,Holy Specialization,4,6
411,Spell Warding,4,6
1181,Divine Fury,4,6
402,Spiritual Guidance,4,6
404,Spiritual Healing,4,6
1767,Empowered Healing,4,6
1905,Divine Providence,4,6
462,Darkness,4,6
481,Improved Mind Blast,4,6
1778,Shadow Power,4,6
1907,Twisted Faith,4,6
564,Convection,4,11
563,Concussion,4,11
575,Reverberation,4,11
565,Elemental Fury,4,11
721,Lightning Mastery,4,11
2252,Shamanism,4,11
586,Improved Healing Wave,4,11
595,Totemic Focus,4,11
593,Tidal Focus,4,11
594,Tidal Mastery,4,11
592,Purification,4,11
1699,Nature's Guardian,4,11
2063,Tidal Waves,4,11
614,Ancestral Knowledge,4,0
613,Thundering Strikes,4,0
602,Flurry,4,0
615,Toughness,4,0
2057,Maelstrom Weapon,4,11
796,Ferocity,4,7
795,Feral Aggression,4,7
808,Heart of the Wild,4,0
1918,Rend and Tear,4,7
822,Furor,4,7
824,Naturalist,4,7
843,Tranquil Spirit,4,7
828,Gift of Nature,4,7
825,Nature's Bounty,4,7
1789,Empowered Rejuvenation,4,7
1916,Gift of the Earthmother,4,7
762,Starlight Wrath,4,7
2238,Genesis,4,7
792,Vengeance,4,7
1786,Wrath of Cenarius,4,7
944,Improved Shadow Bolt,4,5
943,Bane,4,5
967,Ruin,4,5
966,Emberstorm,4,5
1677,Shadow and Flame,4,5
1890,Fire and Brimstone,4,5
1003,Improved Corruption,4,5
1763,Shadow Embrace,4,5
1042,Shadow Mastery,4,5
1669,Contagion,4,5
1876,Everlasting Affliction,4,5
1262,Unholy Power,4,5
1244,Master Demonologist,4,0
1673,Demonic Tactics,4,5
1885,Demonic Pact,4,5
1382,Improved Aspect of the Hawk,4,9
1389,Endurance Training,4,9
1396,Unleashed Fury,4,9
1393,Ferocity,4,9
1397,Frenzy,4,9
1802,Serpent's Swiftness,4,9
2227,Kindred Spirits,4,9
1623,Improved Tracking,4,9
1622,Survivalist,4,9
1303,Lightning Reflexes,4,0
1813,Master Tactician,4,9
1344,Lethal Shots,4,0
1349,Mortal Shots,4,9
1342,Efficiency,4,9
1807,Master Marksman,4,9
2134,Marked for Death,4,9
1403,Deflection,4,0
1407,Benediction,4,10
1411,Conviction,4,0
1432,Spiritual Focus,4,10
1463,Seals of the Pure,4,10
1449,Divine Intellect,4,0
1461,Illumination,4,10
1627,Holy Power,4,0
1746,Holy Guidance,4,10
2199,Judgements of the Pure,4,10
1442,Divinity,4,0
2185,Divine Strength,4,0
1629,Anticipation,4,0
1423,Toughness,4,0
1426,Reckoning,4,0
2017,Blade Barrier,4,15
1938,Bladed Armor,4,15
1943,Dark Conviction,4,0
2034,Blood Gorged,4,15
1968,Toughness,4,0
1973,Black Ice,4,15
2042,Icy Talons,4,15
2044,Killing Machine,4,15
1998,Tundra Stalker,4,15
2218,Anticipation,4,0
2047,Necrosis,4,15
2005,Impurity,4,7
2285,Desolation,4,15
2036,Rage of Rivendare,4,15
long,str,5,class
26,Improved Fireball,5,3
34,Ignite,5,3
35,Fire Power,5,3
1851,Burnout,5,3
37,Improved Frostbolt,5,3
1738,Arctic Winds,5,3
1856,Chilled to the Bone,5,3
80,Arcane Stability,5,3
75,Arcane Concentration,5,3
77,Arcane Mind,5,0
1728,Mind Mastery,5,3
2209,Missile Barrage,5,3
130,Deflection,5,0
132,Poleaxe Specialization,5,0
125,Mace Specialization,5,0
123,Sword Specialization,5,0
2231,Wrecking Crew,5,0
1601,Shield Specialization,5,4
138,Anticipation,5,0
140,Toughness,5,4
702,One-Handed Weapon Specialization,5,0
157,Cruelty,5,0
161,Improved Demoralizing Shout,5,4
159,Unbridled Wrath,5,0
154,Commanding Presence,5,4
1581,Dual Wield Specialization,5,4
155,Enrage,5,4
156,Flurry,5,0
1658,Improved Berserker Stance,5,4
2234,Unending Fury,5,4
221,Dual Wield Specialization,5,8
181,Precision,5,0
182,Close Quarters Combat,5,0
1122,Aggression,5,8
184,Mace Specialization,5,0
242,Hack and Slash,5,0
1825,Combat Potency,5,8
2075,Prey on the Weak,5,0
270,Malice,5,0
269,Lethality,5,8
268,Improved Poisons,5,8
283,Seal Fate,5,8
2070,Cut to the Chase,5,8
2244,Relentless Strikes,5,8
1702,Deadliness,5,0
1712,Sinister Calling,5,8
2080,Slaughter from the Shadows,5,8
342,Unbreakable Will,5,0
1898,Twin Disciplines,5,6
1201,Mental Strength,5,0
1202,Borrowed Time,5,6
401,Holy Specialization,5,6
411,Spell Warding,5,6
1181,Divine Fury,5,6
402,Spiritual Guidance,5,6
404,Spiritual Healing,5,6
1767,Empowered Healing,5,6
1905,Divine Providence,5,6
462,Darkness,5,6
481,Improved Mind Blast,5,6
1778,Shadow Power,5,6
1907,Twisted Faith,5,6
564,Convection,5,11
563,Concussion,5,11
575,Reverberation,5,11
565,Elemental Fury,5,11
721,Lightning Mastery,5,11
2252,Shamanism,5,11
586,Improved Healing Wave,5,11
595,Totemic Focus,5,11
593,Tidal Focus,5,11
594,Tidal Mastery,5,11
592,Purification,5,11
1699,Nature's Guardian,5,11
2063,Tidal Waves,5,11
614,Ancestral Knowledge,5,0
613,Thundering Strikes,5,0
602,Flurry,5,0
615,Toughness,5,0
2057,Maelstrom Weapon,5,11
796,Ferocity,5,7
795,Feral Aggression,5,7
808,Heart of the Wild,5,0
1918,Rend and Tear,5,7
822,Furor,5,7
824,Naturalist,5,7
843,Tranquil Spirit,5,7
828,Gift of Nature,5,7
825,Nature's Bounty,5,7
1789,Empowered Rejuvenation,5,7
1916,Gift of the Earthmother,5,7
762,Starlight Wrath,5,7
2238,Genesis,5,7
792,Vengeance,5,7
1786,Wrath of Cenarius,5,7
944,Improved Shadow Bolt,5,5
943,Bane,5,5
967,Ruin,5,5
966,Emberstorm,5,5
1677,Shadow and Flame,5,5
1890,Fire and Brimstone,5,5
1003,Improved Corruption,5,5
1763,Shadow Embrace,5,5
1042,Shadow Mastery,5,5
1669,Contagion,5,5
1876,Everlasting Affliction,5,5
1262,Unholy Power,5,5
1244,Master Demonologist,5,0
1673,Demonic Tactics,5,5
1885,Demonic Pact,5,5
1382,Improved Aspect of the Hawk,5,9
1389,Endurance Training,5,9
1396,Unleashed Fury,5,9
1393,Ferocity,5,9
1397,Frenzy,5,9
1802,Serpent's Swiftness,5,9
2227,Kindred Spirits,5,9
1623,Improved Tracking,5,9
1622,Survivalist,5,9
1303,Lightning Reflexes,5,0
1813,Master Tactician,5,9
1344,Lethal Shots,5,0
1349,Mortal Shots,5,9
1342,Efficiency,5,9
1807,Master Marksman,5,9
2134,Marked for Death,5,9
1403,Deflection,5,0
1407,Benediction,5,10
1411,Conviction,5,0
1432,Spiritual Focus,5,10
1463,Seals of the Pure,5,10
1449,Divine Intellect,5,0
1461,Illumination,5,10
1627,Holy Power,5,0
1746,Holy Guidance,5,10
2199,Judgements of the Pure,5,10
1442,Divinity,5,0
2185,Divine Strength,5,0
1629,Anticipation,5,0
1423,Toughness,5,0
1426,Reckoning,5,0
2017,Blade Barrier,5,15
1938,Bladed Armor,5,15
1943,Dark Conviction,5,0
2034,Blood Gorged,5,15
1968,Toughness,5,0
1973,Black Ice,5,15
2042,Icy Talons,5,15
2044,Killing Machine,5,15
1998,Tundra Stalker,5,15
2218,Anticipation,5,0
2047,Necrosis,5,15
2005,Impurity,5,7
2285,Desolation,5,15
2036,Rage of Rivendare,5,15
